Company,Date,Amount,TFTD*,Series,Lead Investor,Coverage
RFPIO,7/24/2018,"$25,000,000",,,K1 Investment Management,https://www.geekwire.com/2018/rfp-response-automation-software-startup-rfpio-raises-25m/
Livible,7/23/2018,"$16,000,000","$18,500,000",A,Global Logistics Properties,https://www.geekwire.com/2018/demand-storage-startup-wework-partner-livible-raises-16m-expand-nationwide/
Optio3,7/12/2018,"$2,500,000","$4,500,000",,,https://www.geekwire.com/2018/optio3-raises-2-5m-enterprise-iot-operations-management-software/
Eventbase,7/12/2018,"$3,500,000",,,,https://www.geekwire.com/2018/eventbase-raises-6-5m-mobile-event-technology-platform-used-large-enterprise/
Nohla Therapeutics,7/12/2018,"$11,000,000",,B,,https://www.geekwire.com/2018/nohla-therapeutics-raises-another-11m-support-leukemia-treatment-trials/
Phytelligence,7/9/2018,"$16,800,000","$22,500,000",B,,https://www.geekwire.com/2018/high-tech-agriculture-startup-phytelligence-raises-another-10m-doubles-employee-count/
Azevtec,7/6/2018,"$8,000,000",,,,https://www.geekwire.com/2018/mysterious-oregon-startup-azevtec-raises-8m-self-driving-zero-emission-vehicle-systems/
Unify Square,7/2/2018,"$10,000,000","$45,000,000",C,Primepulse SE,https://www.geekwire.com/2018/unify-square-raises-10m-help-businesses-deploy-skype-microsoft-teams/
Taunt,6/28/2018,"$3,000,000",,Seed,Foundry Group,https://www.geekwire.com/2018/game-changing-esports-startup-taunt-raises-3m-builds-new-platform-fan-interaction/
Jama Software,6/26/2018,"$200,000,000","$230,000,000",,Insight Venture Partners.,https://www.geekwire.com/2018/jama-software-raises-200m-insight-madrona-fuel-growth-product-development-platform/
Aminex Therapeutics,6/20/2018,"$1,000,000","$19,000,000",,,https://www.geekwire.com/2018/startup-aminex-therapeutics-raises-10m-begins-clinical-trials-immunotherapy-treatment/
Prifender,6/19/2018,"$5,000,000",,,Firstime VC,https://www.geekwire.com/2018/data-privacy-startup-prifender-raises-5m-help-companies-stay-compliant/
Rigado,6/19/2018,"$15,000,000","$20,200,000",A,Madrona Venture Group,https://www.geekwire.com/2018/commercial-iot-provider-rigado-raises-15m-roll-edge-service-tech/
Fullcast.io,6/18/2018,"$2,750,000",,Seed,Cowboy Ventures,https://www.geekwire.com/2018/fullcast-io/
Sensible Object,6/18/2018,"$3,200,000","$5,000,000",,,https://www.geekwire.com/2018/data-privacy-startup-prifender-raises-5m-help-companies-stay-compliant/
Brook.ai,6/12/2018,"$4,000,000",,Seed,,https://www.geekwire.com/2018/brook-ai-raises-4m-seed-round-diabetes-management-tech-announces-new-partnership/
Resin.io,6/11/2018,"$5,000,000","$17,000,000",,Soracom,https://www.geekwire.com/2018/seattle-iot-startup-resin-io-gets-5-million-new-funding-soracom-division-kddi/
FlyHomes,5/31/2018,"$17,000,000",,,Andreessen Horowitz,https://www.geekwire.com/2018/flyhomes-lands-17m-purchase-homes-directly-buyers-battling-cash-offers-hot-housing-markets/
Veana Therapeutics ,5/30/2018,"$542,000",,Seed,,https://www.geekwire.com/2018/portland-immunotherapy-startup-tops-10m-funding-launches-first-clinical-trial/
Ignite Biosciences,5/30/2018,"$27,199,972",,,Andreessen Horowitz,https://www.geekwire.com/2019/isilon-co-founder-sujal-patel-building-mysterious-biotech-startup-backed-andreessen-horowitz/
Rover,5/24/2018,"$155,000,000","$310,000,000",Series G,T. Rowe Price,https://www.geekwire.com/2018/rover-raises-giant-155m-funding-round-investors-bet-big-high-tech-pet-care-marketplace/
Novel Effect,5/22/2018,"$3,000,000",,Seed,"Alpha Edison, TenOneTen, Waverley Capital",https://www.geekwire.com/2018/novel-effect-raises-3m-amazon-vcs-voice-enabled-childrens-storytelling-app/
ViewPath,5/22/2018,"$2,300,000",,,WestRiver Group,https://www.geekwire.com/2018/project-management-company-viewpath-raises-2-3m-names-new-ceo-push-expand-business/
DigitalTown,5/17/2018,"$2,400,000",,Seed,Pithia,https://www.geekwire.com/2018/digitaltown-raises-2-4m-build-blockchain-tech-smart-city-software-services/
Cartogram,5/15/2018,"$880,000","$1,800,000",,,https://www.geekwire.com/2018/cartogram-raises-cash-cyanogen-founder-bing-maps-vet-mapping-tech-startup/
Ventec,5/15/2018,"$13,000,000","$42,000,000",,,https://www.geekwire.com/2018/ventec-life-systems-raises-13m-scale-one-kind-portable-life-support-device-new-markets/
Trusted Key,5/2/2018,"$3,000,000",,Seed,Founders Co-Op,https://www.geekwire.com/2018/microsoft-oracle-execs-raise-3m-digital-identity-enterprise-blockchain-startup-trusted-key/
leaseABLE,4/25/2018,"$1,500,000",,Seed,,https://www.geekwire.com/2018/real-estate-startup-leaseable-raises-1-5m-simplify-archaic-commercial-leasing-process/
RealSelf,4/19/2018,"$40,000,000",,,Elephant,https://www.geekwire.com/2018/12-years-realself-raises-40m-hit-gas-take-cosmetic-treatment-review-platform-global/
EarthNow,4/18/2018,"$6,600,000",,,"Bill Gates, Airbus, Greg Wyler, SoftBank",https://www.geekwire.com/2018/earthnow-satellite-video-bill-gates/
Magic AI,4/12/2018,"$1,200,000",,Seed,Vani Khosla,https://www.geekwire.com/2018/ai-powered-horse-monitoring-magic-ai-raises-1-2m-expand-equine-technology/
SafKan Health,4/9/2018,"$1,000,000",,Seed,Seattle Angel Conference,https://www.geekwire.com/2018/safkan-health-raises-1-million-launch-ear-cleaning-headphones-u-s-hospitals/
Stackery,4/3/2018,"$5,500,000","$7,300,000",,HWVP’s Steve Kishi,https://www.geekwire.com/2018/stackery-raises-5-5-million-build-serverless-monitoring-product/
Strix Leviathan,3/15/2018,"$1,625,000",,,,https://www.geekwire.com/2018/cryptocurrency-startup-strix-leviathan-raises-1-6m-joe-montana-doug-baldwin-vc-firms/
Unearth,3/12/2018,"$3,000,000",,,,https://www.geekwire.com/2018/unearth-raises-3m-madrona-vulcan-construction-project-software/
Taproot Medical,3/7/2018,"$1,250,000",,,,https://www.geekwire.com/2018/stealthy-startup-taproot-medical-technologies-raises-funds-develop-next-gen-biomaterials/
SEEVA,2/14/2018,"$2,000,000",,,,https://www.geekwire.com/2018/seeva-raises-2m-hires-former-toyota-exec-help-self-driving-cars-navigate-tricky-weather/
PulseLabs,2/1/2018,"$2,500,000",,Seed,Madrona Venture Group,https://www.geekwire.com/2018/pulse-labs-raises-2-5m-madrona-jeff-bezos-techstars-voice-app-testing-platform/
NurseGrid,1/19/2018,"$5,700,000","$9,300,000",,Hatteras Venture Partners,https://www.geekwire.com/2018/nursegrid-raises-5-7m-scheduling-staffing-tech-platform-nurses/
JetClosing ,1/15/2018,"$800,000","$5,200,000",,"Trilogy Equity Partners, Pioneer Square Labs",https://www.geekwire.com/2018/jetclosing-raises-cash-expand-mobile-first-real-estate-closing-platform/
DataCloud,1/9/2018,"$8,000,000","$9,300,000",,,https://www.geekwire.com/2018/drill-baby-drill-seattles-datacloud-raises-8m-cloud-based-mining-software/
Stratos Genomics,1/8/2018,"$20,000,000","$50,000,000",,Fisk Ventures,https://www.geekwire.com/2018/stratos-genomics-raises-20m-commercialize-fast-dna-sequencing-technology/
Critical Informatics,1/4/2018,"$1,100,000","$4,000,000",,East Seattle Partners,https://www.geekwire.com/2018/critical-informatics-raises-1-1m-expand-cybersecurity-platform-blends-human-expertise-software/
Wiserg,1/1/2018,"$19,200,000",,,,https://www.geekwire.com/2018/former-microsoft-amazon-exec-brian-valentine-takes-helm-wiserg-raises-19-2m-startup-turns-food-scraps-fertilizer/
,,,,,,
